text,text_clean,sentiment
"dari arah cirebon bertujuan ke kota bandung melalui sumedang , setelah perjalanan jauh kami pun memutuskan untuk makan siang di warung nasi ampera cabang sumedang tepat nya di jalan . raya tanjung sari no. 246 . dengan khas makanan sunda nya , kami pun tidak ragu lagi menyantap hidangan yang ada . kita tinggal pilih menu makanan yang sesuai selera kita masing-masing .",arah cirebon tuju kota bandung sumedang jalan putus makan siang warung nasi ampera cabang sumedang jalan raya tanjung sari no   khas makan sunda tidak ragu santap hidang tinggal pilih menu makan sesuai selera,positive
anti pakai power bank semenjak handphone samsung gue bocor batere nya setelah dipakaikan gituan .,anti pakai power bank semenjak handphone samsung gue bocor batere pakai,negative
"saya menemukan tempat makan ini ketika sedang berjalan menuju braga , tempat nya cukup mudah diakses baik berjalan kaki atau berkendaraan . tempat makan ini berafiliasi dengan ayam penyet surabaya . karena kangen yogyakarta , saya mencoba menu mie nyemek dan rasanya oke . variasi minuman tidak terlalu banyak , available jus dan teh manis . hmm ramai pengunjung di malam minggu :",temu makan jalan tuju braga mudah akses baik jalan kaki kendara makan afiliasi ayam penyet surabaya kangen yogyakarta coba menu mie nyemek oke variasi minum tidak available jus teh manis hem ramai unjung malam minggu,positive
"saya dan teman sengaja datang ke setiabudhi pasar hanya untuk makan di mangkok ayam , ternyata rasanya memang tidak mengecewakan , kami memesan nasi sapi dan nasi bebek , pelayanan nya cepat dan tempat nya bersih . harga nya lumayan mahal jika untuk ukuran mahasiswa . __laugh__",teman sengaja setiabudhi pasar makan mangkok ayam nyata tidak kecewa mes nasi sapi nasi bebek layan cepat bersih harga lumayan mahal ukur mahasiswa laugh,positive
cocok tetapi yang tampilan awal cina,cocok tampil cina,negative
"nah itulah mentalitas orang yang sok tahu seperti ini , dulu debat dengan saya tentang fpi dia kabur , karena miskin bahan dengan menuduh saya anak kecil , padahal anak kecil ini isi kepala nya jauh lebih banyak dari dia yang isi nya cuma kotoran",mentalitas orang sok debat front bela islam kabur miskin bahan tuduh anak anak isi kepala lebih isi kotor,negative
"makanan nya enak , suasana nya juga lumayan , kebersihan oke , porsi nya banyak harga nya pas untuk mahasiswa .",makan enak suasana lumayan bersih oke porsi harga pas mahasiswa,positive
"kami makan malam di ulang tahun anggota keluarga . dari sekeluarga , memang cuma saya saja yang muntaber dari jam 10 malam sampai jam 3 subuh , tetapi dugaan saya , dapat keracunan atau kuman dari menu tim ikan kakap . sebaiknya pihak restoran perlu sering periksa kesegaran bahan seafood mentah .",makan malam ulang anggota keluarga keluarga muntaber jam   malam jam   subuh duga racun kuman menu tim ikan kakap baik restoran periksa segar bahan seafood mentah,negative
awas rim orang pribumi lebih menyeramkan dari setan,awas rim orang pribumi lebih seram setan,negative
"terletak di pusat kota lembang , sangat terkenal dengan masakan orang cina food nya sangat cocok bagi penyuka makanan cina makanan . masakan yang khas adalah cah kangkung",letak pusat kota lembang kenal masakan orang cina food cocok suka makan cina makan masakan khas cah kangkung,positive
karena sudah kadung benci kepada fpi maka dari itu apa pun yang dikerjakan lasykar fpi selalu salah walaupun merla bekerja amal makruf nahi mungkar . rezim apa ini ! hanya allah yang tahu .,kadung benci front bela islam kerja lasykar front bela islam salah merla kerja amal makruf nahi mungkar rezim allah,negative
mca bergerak hajar cebong antek antek rrc inilah penghianat bangsa prof alumni 212 dibilang teroris radikal .,muslim cyber army gerak hajar cebong antek antek republik rakyat cina khianat bangsa prof alumni   teroris radikal,negative
"tahu nya enak , cuma adonan nya agak alot menurut saya pribadi . agak mahal , 1 potong nya 12 ribu . cukup besar sih . rasanya enak banget sih , jadi tidak masalah .",enak adon alot pribadi mahal   potong   ribu enak tidak masalah,positive
"kursi itu manis maka etika dan moral ska dilanggar , kami rakyat h nya nnton dan menilai tingkah laku para politikus busuk , diduga sepertinya pelaku nya orang dalam sakit hati tidak dicalonkan . aduh politik",kursi manis etika moral suka langgar rakyat h nonton nilai tingkah laku politikus busuk duga laku orang sakit hati tidak calon aduh politik,negative
"restoran ini memiliki menu berbahan baku stroberi . dilengkapi dengan kebun stroberi yang bisa dipetik sendiri dengan membayar tiket masuk . ada juga flying fox . ruang untuk makan ada yang bernuansa china , jepang . bisa juga membeli oleh-oleh makanan dari bahan stroberi seperti dodol , manisan , syrup . lokasi nya dekat dengan hotel cerish , kampung daun / kampung gajah , the peak . mantap",restoran milik menu bahan baku stroberi lengkap kebun stroberi petik bayar tiket masuk flying fox ruang makan nuansa cina jepang beli makan bahan stroberi dodol manis syrup lokasi hotel cerish kampung daun kampung gajah the peak mantap,positive
sampah anjing telkomsel kuota obrolan gue tiba tiba setelah padahal tidak gue pakai h ingin marah,sampah anjing telkomsel kuota obrol gue tidak gue pakai h marah,negative
masa aku pernah lake jnt 2 minggu tidak datang-datang . komplain ke kantor respon nya gabaik . aku kena marah . kesal akut . enggak-enggak lagi pakai jnt . aroma .,lake jnt   minggu tidak komplain kantor respon gabaik kena marah kesal akut pakai jnt aroma,negative
"tempat ini cukup terkenal di bandung . bagi kalian yang sedang mencari tempat jajanan murah di bandung , cuanki serayu bisa jadi pilihan . namun , bersiaplah untuk sabar menanti jika kalian datang pada jam makan siang , pulang kerja atau akhir pekan .",kenal bandung cari jajan murah bandung cuanki rayu pilih sabar jam makan siang pulang kerja pekan,positive
fpi belum bubar ya . jika terus-terus buat rusa basmi majalah di nkri daripada pusing . kita ada penegak hukum,front bela islam bubar rusa basmi majalah negara republik indonesia pusing tegak hukum,negative
"kalau mau coba cuanki di kota bandung , maka harus ke cuanki serayu . tempat nya kecil dan standar warung bakso biasa . tapi cuanki , tahu bakso , batagor goreng nya . enak banget ! harus makan dengan sambal pedes nya ditambah kerupuk aci . harga seporsi 10 ribu . sangat terjangkau . bisa pesan minum jus juga . mantap ! kalau penuh dan harus mengantre , bisa menunggu sambil beli kue apa di pinggir jalan nya .",coba cuanki kota bandung cuanki rayu standar warung bakso cuanki bakso batagor goreng enak makan sambal pedas kerupuk aci harga porsi   ribu jangkau pesan minum jus mantap penuh antre tunggu beli kue pinggir jalan,positive
partai munafik ! dulu jaman nya presiden suharto dan sby semua kebijakan nya didemo . eh sekarang apapun kebijakan presiden nya yang merugikan rakyat sepi demo .,partai munafik jaman presiden soeharto susilo bambang yudhoyono bijak demo eh bijak presiden rugi rakyat sepi demo,negative
kak adit aku pesan indomi nya satu,kak adit pesan indomi,neutral
"maaf , bung hatta tidak pernah dan tidak suka memakan isu bohong seperti prabowo",maaf hatta tidak tidak suka makan isu bohong prabowo,negative
"ini salah satu restoran favorit saya jika berkunjung ke bandung . lokasi nya strategis , makanan nya lengkap dan bervariasi . layanan ramah dan harga lumayan bersaing . tetapi yang paling oke adalah suasana nya . memuaskan .",salah restoran favorit kunjung bandung lokasi strategis makan lengkap variasi layan ramah harga lumayan saing oke suasana muas,positive
tidak becus jadi ibu lo ya ? ini sebab nya gue tidak betah tinggal di rumah kayak gini . bapak gue mata nya sudah buta kali ya milih perempuan tolol kayak ibu gue .,tidak becus gue tidak betah tinggal rumah kayak gue mata buta pilih perempuan tolol kayak gue,negative
"sekjen pdip : kami pernah diintervensi , tapi tak buat puisi mellow dramatik",sekretariat jenderal partai demokrasi indonesia juang intervensi puisi mellow dramatik,neutral
"tempat makan yang tidak hanya menyajikan menu makanan saja , tetapi juga menyuguhkan suasana alam yang asri dan tenang , dan romantis . membuat pengunjung nya betah bersama lama di sini terletak di jalan . sersan bajuri , lembang .",makan tidak saji menu makan suguh suasana alam asri tenang romantis unjung betah letak jalan sersan bajuri lembang,positive
sariayu merah delima mantap sekali teman tidak bohong,sariayu merah delima mantap teman tidak bohong,positive
"gizi termasuk restoran dan kafe yang punya gaya tersendiri , tempat ini menjadi ajang panggung bagi pemusik kafe , tempat ini tidak terlalu ramai , suasana nya juga tenang . waktu tahun 80 an . tiap malam ada live musik . masakan nya juga enak ,",gizi masuk restoran kafe gaya ajang panggung musik kafe tidak ramai suasana tenang   an malam live musik masakan enak,positive
"harga makanan di sini relatif cukup mahal , namun porsi yang ditawarkan memang besar , sehingga untuk 1 porsi makanan dapat berbagi dengan 2 orang . di restoran ini disediakan live musik dengan suasana yang ramai dan mayoritas dikunjungi keluarga atau bepergian dengan teman .",harga makan relatif mahal porsi tawar   porsi makan   orang restoran sedia live musik suasana ramai mayoritas kunjung keluarga pergi teman,positive
"pelayanan cepat , harga lumayan mahal . menu bervariasi . tapi . dengan menu utama nya malah mengecewakan . mie nya lembek kuah nya kurang sedap . tidak bikin kangen . menu yang lain lebih okelah daripada mie nya . lumayan banget sih tolong perut lapar saat terjebak macet arah lembang .",layan cepat harga lumayan mahal menu variasi menu utama kecewa mie lembek kuah sedap tidak kangen menu lebih oke mie lumayan tolong perut lapar jebak macet arah lembang,positive
"sudah tidak perlu diperdebatkan , masyarakat sudah tahu kalau ketua bek ui ini goblok .",tidak debat masyarakat ketua bek oi goblok,negative
"suka banget sama yang diskon-diskon haha . selain bisa nongkrong sama teman . tempat ini cocok buat para mahasiswa , karena ada potongan diskon hingga 20 % lho ! tinggal menunjukkan ktm saja teman-teman !",suka diskon haha nongkrong teman cocok mahasiswa potong diskon   lo tinggal ktm teman,positive
kami sarankan untuk menggunakan perangkat lain dulu seperti browser desktop atau laptop untuk melakukan transaksi di tokopedia .,saran perangkat browser desktop laptop laku transaksi tokopedia,neutral
"kimberly ryder : jatuh cinta sama produk lips tatto dari warna nya cantik banget , lebih tahan lama",kimberly ryder jatuh cinta produk lips tato warna cantik lebih tahan,positive
jne nya mengecewakan kirim tanggal 8 sampai tanggal 14 . mengecewakan jne ambon,jne kecewa kirim tanggal   tanggal   kecewa jne ambon,negative
tidak bersyukur,tidak syukur,negative
"berada di kota bandung dan dekat dengan kampus itb , tempat ini menyajikan makanan cepat saji dari barat dan suasana tempat ini sangat nyaman dan enak dinikmati",kota bandung kampus institut teknologi bandung saji makan cepat saji barat suasana nyaman enak nikmat,positive
26 desember 2017 gerindra mengundang demokrat bergabung dengan syarat mengusung sudrajat dan meletakkan diposisi cawagub,   desember   gerindra undang demokrat gabung syarat usung sudrajat letak posisi calon wakil gubernur,neutral
kali ini kami memesan teppanyaki dan pasta dengan saus umami . pasta nya biasa saja . kurang enak . teppanyaki nya kemanisan . spicy salmon sushi nya juga kurang enak bumbu nya .,mes teppanyaki pasta saus umami pasta enak teppanyaki manis spicy salmon sushi enak bumbu,positive
polisi makin nekad membela siapa anggota fpi bekasi jadi tersangka usai gerebek toko obat ilegal lewat,polisi nekad bela anggota front bela islam bekas sangka gerebek toko obat ilegal,neutral
atm bank niaga ibu ku terblokir,atm bank niaga ku blokir,neutral
"istri saya yang tidak terlalu suka ramen , untuk kali ini dia bilang enak dan gurih . dia malah memesan lagi untuk diri nya setelah mencicipi pesanan saya .",istri tidak suka ramen enak gurih mes cicip pesan,positive
smartfren lemah otak banget mahal dan komponen tidak ada kelanjutan . pelayanan jelek harga nya mahal . kalau lemah otak terus bagaimana pakai kuota nya . hmmm sungguh terlalu .,smartfren lemah otak mahal komponen tidak layan jelek harga mahal lemah otak pakai kuota hmmm sungguh,negative
"curry rice monster curry di singapore , rasa curry nya bedalah terus mantaplah tidak mengerti lagi curry rice terenak yang pernah saya makan sepertinya",curry rice monster curry singapura curry beda mantap tidak erti curry rice enak makan,positive
"kesan menikmati suasana kampung dan makanan kampung sangat menarik . mulai dari peralatan makan , dekorasi , hingga suguhan menu sangat unik dan berkesan tradisional . sangat menarik",kesan nikmat suasana kampung makan kampung tarik alat makan dekorasi suguh menu unik kesan tradisional tarik,positive
"saya mengunjungi restoran ini pada malam hari . banyak nya wisatawan asing yang makan malam di teras restoran mengingatkan saya pada suasana kemang di jakarta . pelayanan sangat ramah dan kita segera disambut dan diarahkan ke kursi yang kita inginkan . saya mengira bahwa makanan di sini cukup mahal karena pelayanan dan meja pengaturan seperti hotel , tetapi ternyata rentang harga makanan di sini termasuk terjangkau .",unjung restoran malam wisatawan asing makan malam teras restoran suasana kemang jakarta layan ramah sambut arah kursi ira makan mahal layan meja atur hotel nyata rentang harga makan masuk jangkau,positive
tidak nakal,tidak nakal,positive
